review,division
purchase voice assistance heavy no equalizer settings app poor design functionality sound music rich but poor high frequency treble bass good per size speaker overall good hear music ai okay limit ai feature mobiles google voice way intelligent answer question good wakeup alarm listen music apps like spotify poor oppose advertisement show youtube select better song list rather amazons music spotify gaana still better but way behind youtube crux if small good quality speaker system pair mobile shall better better if use old phone no sms phone shall disturb smart speakers always listen except mute always leave doubt,positive
quality good but not able link wipro bulb also not able link musicapplication slow complicate,negative
quality good but use hungama sawan not choices,positive
quality not good sound irritate keep full volume,neutral
quality product,neutral
quality product much low,neutral
quality product right price love perfect use half year still great condition audio quality awesome,positive
quality recognition good one,positive
quality sound best among impressive feature performancelove little gadget,positive
quality value money nice productacts mini speaker room good sound quality also extremely useful smart home dont consider main thump speakerbut accord size beast good base,positive
question answer whats weather today setupfor every question keep say sorry trouble understand right please try little laterit days change room distance wall furniture question tone every thingnothing work,negative
quick response,positive
quick response stock thing,positive
quick service quality good,positive
quick setup easy train voice setup lot things apart play music search amazon catalogue,positive
quite impress alexa,positive
quite months use consider amount pay ive stop use smart assistant coz dumb hey alexa heres idea better stop snoop aroundits good speaker though,positive
quite simple use,neutral
quite simple yet powerful device voice recognition system still need improve range microphones wide wake call instantly time speaker quality good pair two stereo configuration will make much better alexa work well advertise additional skills become better would love see regional language officially support right restrict hindi,positive
range microphone good but recognition sometimes suck otherwise good device,positive
really amaze devicethanks amazon wonderful product,positive
really amaze product amazon,positive
really amaze product but unable connect computer even get replace,positive
really awesome dad enjoy much,positive
really awesome product amazonit need updatesbut awesomesound goodand mic also awesome,positive
really awesome quality product,positive
really awesomeclear voice clear response best product,positive
really bad within week speaker get bad start noise voice not clear even low volume level no option replace raise complaint,negative
really echo dot suberb,positive
really enjoy,positive
really expensive bluetooth speaker happen take voice command play songs switch off one smart bulb room thats if full home automation setup home buy will good effective investment,positive
really good build guality must buyfull worth money,positive
really good but wifi internet mobile hotspot,positive
really good device everything love,positive
really good didnt high hopesbut speakers r great alexa fantastic part fun kid adults,positive
really good entertain sound quality good voice recognition really good,positive
really good example artificial intelligencemy kid enjoy lot new friend alexa love,positive
really good feel like talk real person different voice take time figure connect alexa phone but eventually everything get intact everything perfect love,positive
really good product,positive
really good product amazon first find problems use but still easy use voice recognition work perfectly timei use product last one month,positive
really good product but yes blutooth connectiin improve baki paisa vasool,positive
really good product buythere pro con everythingso also cant use alexa without adapter need continuous power supply active feel bite weird else everything perfect,positive
really good product child like much work perfectly initially get dificulty settings but help youtube connect wifi satisfy deal,positive
really good product unique thing also,positive
really good producti attach light tv speakers itit work whenever want open close anything say dont search anything youtube say song alexa play really happy product one thing doesnt work battery battery support well,positive
really good produt but need updatations improve skills,positive
really good quality speaker ai integrationworks fine every smart device,positive
really good skills fast response like,positive
really good speaker get really loud alexa responsive anywhere roombluetooth good low latencyall good buy,positive
really good work,positive
really good yet explore,positive
really great product,positive
really great product useful,positive
really happy alexa really friendly helpful good time pass,positive
really happy parent enjoy lot ai something new worth money,positive
really happy product next level recognition,positive
really like but dont really need,positive
really like concept way work but also if operate like bluetooth connect devices like switch off would helpfull,positive
really like product handy easy connect baby also like much,positive
really like product nice interface sound quality,positive
really love dis product didnt expect product gud best thing way communicate eng hindide drwaback see not inclusion spotify itde product really gud go small speaker easily connect ur home theatre give u de better experience u save buck,positive
really love italexa superbi say everyone buy,positive
really love product sure best one google nest home mini think helpful confuse buy alexa best one google,positive
really love product work great sound awesome also listen playlist apple music,positive
really nice everyone use new innovations like,positive
really nice product,positive
really nice productrecommend,positive
really nice really helpful avoid lonliness,positive
really nice smart speaker lot feature,positive
really nice voice clarity superb thank u amazon give product love u amazon prime offer,positive
really nice work well if good internet,positive
really nice worry whether spotify would work not but yeah support spotify,positive
really super buy amazon great days less price get sound quality really spb,positive
really thankful amazon product buy daughter tell methank u amazon,positive
really worth buy,positive
really worth buy alexa smart clearly understand everything need sound quality superb,positive
really worth buy google home well realise capabilities alexa would definitely recommend go alexa if plan buy assistit really great fallback prompt if doesnt recognise say also immediately recognise smart devices add,positive
realy change experience music go,neutral
reason start review cant answer simple question google answer theres music play need shout loud tell pause sound quality decent but microphone seem bad happy home automation commandsbut felt absolutely disappoint answer,positive
receive alaxa use week n later ask setup alaxa not work n lose m not get money back n cant call customer service also bad,negative
receive alexa today dec but unable set echo dot alexa mobile application contact cust care but say today problem india wide but still confuse if device malfunction really amazon alexa app face issue want reply amazon thank,negative
receive blank box no echo dot bulb recd,neutral
receive defective product amazon not take back despite repeat assurances disappoint experience,negative
receive device integration issue later get know amazon team know issue not sure still want send device,negative
receive empty box,negative
receive empty box today echo dot charger missinga happy prime membervery fast delivery,positive
receive good package work fine but voice recognition not work perfectly things ok,positive
receive order one day place order good speaker awesome fell down twice desk not harm grade productthank amazon,positive
receive product break pack seal product also not work disappoint,negative
receive product happy but use sound feature r third class worst product every see life,positive
receive tape boxwant return,neutral
receive tax invoice half tear second time happen request complete new tax invoice,positive
recieved product less hours amazon price rs say better gen setup device hall sound produce immersive alexa integration superb well voice recognition setup process simple also get amazon power plug havels wifi bulb pair three device minutes ready go say one give try experience technology completely satisfy,positive
recognise voice perfectly work like charm get if free oneplus tv,positive
recognition isnt upto mark sound quality not really good well get stick give command sometimes need restart,positive
recognition request hard ask something play play totally different items,negative
recommend,neutral
recommend,neutral
recommend alexa friends relatives,neutral
recommend go powerful smart ai without hesitant,positive
reduce one star spotify still miss,negative
remove zomatoswiggy food partner skills,negative
replace alexa problem raise but another onethe light not blink play purchase alexa feature but iam not satisfy,negative
reply instantly build quality good everything good,positive
require connect wi fi disconnect im use mobile wifi difficult connect echo dot think need wifi available time not disconnectedit not user friendlyi want refund kindly advice,positive
require home,neutral
require improvement voice integration,neutral
requirement use amazon echo dot additional speaker tv connect fire tv stick but couldnt not generation understand requirement didnt meet,neutral
respond really well nice sound quality better connectivity,positive
return goodits not comfortable,negative
return waste money buy,negative
return worst product ever see no sound doesnt understand songs useless plss dont ever buy dont get greed grapping maha sale discount,negative
review especially sit fence ive use google nest minis want shift echo drop feature basically full intercom work fine but overall alexa disappoint even mics voice recognition tad better google sound natural but artificially natural little muffle wellthe app poor take less minute setup google home take minutes alexa app smart devices home time need merely set devices bummer echo alexa popular amazon sell google devices not market much,positive
review monthsthis product work well months show defect mic receive voice,positive
review onths usemust device homea nice personal assistant tell entertain automation nice if want develop habit remind follow schedule morning om chant prayers daytime songs etc much inbuilt,positive
review weeks best sound quality ever hear speaker nice build lot skills available alexa sometimes will not listen voice not work without not storageso turn wifi always if want use deviceoverall satisfy technology,positive
room convert smart home but costly affair first need wifi connection need smart acessories appliances pair alexa smart plug smart bulb ir blasterrequire case nonsmart appliance like ac overall give esteem feel echo dot good but expect beter sound device,positive
rs costly,neutral
rs waste,negative
rubbish highly disappoint,negative
sandaar jabbarjastvoice detection quality good compare google home,positive
satisfactory,neutral
satisfactory product amazonit wont support youtube music need update alexa,neutral
satisfy,positive
satisfy,positive
satisfy device great smart speaker,positive
satisfy pack good product also reach one piece think word not explain quality product but star rat,positive
satisfye,neutral
say alexa pani pilade say khud uthke lwle slap alexa batameezi break down cant even hit kid days,negative
sayalexaplay english love songsits play love poems,positive
scream stand close hear command play songs sound quality poor,positive
seal already open dissapointed worst case,negative
second alexa best thing entertainment sound quality awesome,positive
second alexa device one best device smart home affordable price rs along wipro smart light must buy no con except advancements software address future,positive
second echo device much better earlier generationsamazing,positive
second onethe earlier one louder soundthis one take instruction repeat againthis seem refurbish,neutral
second time purchase product first echo dot device stop work since not warranty advise amazon send ctdi team handle warranty devices experience ctdi nothing short nightmare ctdi team impossible contact not respond email phone service not work device nearly months send redicolous high estimate repair cost much new device not email coatation fire stick send echo dot device no clarification receive till date even though send second remindermy reason go detail one never waste ones time ctdi even shock amazons attitude device warrantyamazon arrogantly wash hand problem,negative
see dont listen voice recognition,neutral
seem best ever gift year old nephew alexa become best friend dropin device talk anytime love,positive
seem new member add family keep kid busy however hang time fail resolve request guess need fine tune,positive
seem refurbish renew product,neutral
sell product defect less money please buy good seller buy seller aux port not work please dont get cheat,positive
send along barley flour get leak echo dot,neutral
send open packet rest everything like,positive
serching quality poor never reply fast google,negative
seriously good device amazon sound bass quality superb love way respond alexa relate query good speaker low price,positive
serve purpose need bluetooth device get voice command base add but still need improve voice recognition desire result,neutral
service poor doesnt give access music play list spotify subscription amazon music play songs otherwise waste money,negative
set device real pain make change exist set painful speaker quality good voice assistance work good music play but not stuff google assistance better,positive
set easy work fine happy talk,positive
set easyinbuilt speaker excellent sound quality nicebluetooth connectivity also excellentvoice recognition understand really goodoverall amazon alexa excellent,positive
set echo dot amzon app mobile not behave properly get hang step not smooth not complete but alexa echo dot work,negative
set start command alexa bid son missus also love sound quality surprise come small speaker try connect bluetooth speaker but not successful learn curve must tackle though test drive will go time but far good,positive
setup difficult select wifi,negative
setup easy fast describe work perfectly describe,positive
setup echo dot hours tell sorry trouble understand right please try little later try hours not fix replace item hours tell thing wait but not fix baught google nest mini work,negative
setup multiple echo devices speaker gen little bite let term recognise voice distance overall good,positive
setup process complicate not get complete nor play anything speakers amzone alexa app work network disconnect disappoint m gon na return soon,negative
setup process tedious try change network doesnt work isnt setup like open setup might chance set device successfully hurry really bad connect amazon wcp network hours nothing happen alexa go setup mode thats cant sheet tooooo bad tire waste time,negative
sexy device,positive
shes family member great way keep kid talk yet away sceen work parent dont get much time keep talk kid but someone answer time never forget take calcium set reminder worth buy,positive
shoud update indian languages,neutral
simple use n connect pick voice ultimately super full happy,positive
simply amaze,positive
simply awesome,positive
simply awesome love,positive
simply awsome get awesome deal also inr,positive
simply best voice recognition best sound quality superb,positive
simply doesnt work almost like defective model not respond anything alexa blue light light almost second later turn off no response,positive
simply go,neutral
simply love product innovative useful no search songs ask alexa,positive
simply outstanding,positive
simply superb,positive
simply superb,positive
simply superb along wipro smart bulb alexa echo dot room become disco theque kid love thank amazon great product excellent engineer,positive
simply toooo good love,positive
simply vest buy sale grab lowest price,neutral
simply worseee device come connect internetin world every things seem pull off easily help internet trust instead make things easier alexa devices especially amazon echo dot make things ostentatiously difficult sheer wastage time stay away,negative
since purchase relax listen command always attend would urge every one buy,neutral
sing commandrather play songs play quiz youplays radio station wake u music much much dislike annoy female indian accent voice wish could set british usa english,negative
sir issue relate performannce doesnt perform accurately earlier,neutral
sir may receive wrong item not work blutooth wifi not connectivity please return items,negative
siri will return echo device u kindly refund methank,positive
size sound produce really good con identify voice wish voice specific get activate,positive
skeptical whether buy not but purchase feel happy buy daughter love lot keep interact alexa pluse alexa make task easy go,positive
skills like specifically panchtantra indian stories mein tota hare ring ka indian haathi raja kaha chale indian rhyme tamil kid story songs kathai padalgal indian rhyme kid bhola bachpan rhyme wild animals animal kingdom indian namokar mantra jain prayer lord krishna meditation hour indian jungle book indian song stories indian kannada kid prasagalu indian marathi kid stories hour bhaktamar strota jain prayer,positive
skills not work expect not able play change channel tv,negative
skills widen allow music still learn bollywood movie name,positive
sleek design lovely flash light voice recognition excellent alexa integration really wonder sound quality fabulous really love enjoy gadget,positive
slow network access ghzamazon not replace within schedule replacement window bad experience,negative
small device but useful handy easy connect use,positive
small device sound ok voice recognition fast good,positive
small imagine,negative
small size yet useful,positive
smart,positive
smart bulb miss pakage,positive
smart device will give feel live modern tech worldmust buythank amazon,positive
smart devicehighly recommend,positive
smart home products dont type command,positive
smart speaker nice voice recognition suitable indian english language settingdecent sound quality well,positive
smartly workit super,positive
sobad bassfacing problem wifi sectionso m unable setup,negative
software poor,negative
software stop work months generation echo dot not worth spend money,negative
solid piece plastic good sound speaker color bulb good dealsound quality quite good rock room single handedly voice recognition somewhat okeish alexa work like charm though,positive
sometime alexa not lisenting play think loud except value money if u want buy speaker best product,positive
sometime not respond but overall awesome product rat,positive
sometime wont recognize voice sound quality poor sometime better explore options,positive
sometimes alexa doesnt listen command play random songs also reset hungama default mysic app volume wise good,positive
sometimes alexa doesnt understand ask interpretsaomething else doesnt even understand indian name,negative
sometimes alexa hear everything but sometimes alex doesnt response properly tell time,positive
sometimes alexa not respond volume high alexa not understand songs play straming,positive
sometimes automatically turn voice recognition not good expect sometimes take input play songs,negative
sometimes doesnt work like dont know,neutral
sometimes freeze play something else google smarter but sound alexa better,positive
sometimes hard configure alexa echo dot generation device rest good,positive
sometimes no follow command play random songs,negative
sometimes problem recognise interpretating voice but otherwise good device,positive
son ask long time however werent buy time decide buy awesome product astonish voice recognition capabilty pick right songs minimal inputswe integrate fire stick alsono regretsi recommend buy happy alexaing,positive
song options not limit amazon music need fm channel,positive
song selection base language application prefer say intend hear tamil song like play muthu movie songs play muthu telugu songs mostly not play amazon musicso difficult play selectionwhen say retro tamil songs play old songs alternativelyi buy black onethe speaker outer look dusty not fresh peace,negative
songs ask play not jio sawan,positive
songs news bhajans etc,neutral
songs not available,negative
soo good help us go buy also good google assistant songs but if add bengali songs regional songs no one match alexa,positive
soooo cooool,neutral
sorry not satisfy,negative
sorry not sure thatwhat ever ask always saidi disappointedcomparing google mini better,negative
sound,positive
sound achi h but voice command deta delay process work,positive
sound base best range best ai assistant,positive
sound better,positive
sound better get louder home mini fekte sturdy hand mic response awesomebut not smartest speaker ai still require improvement,positive
sound burst ought better voice explode little higher volume,positive
sound clarity fantastic provide surround sound feel bass great volume start jar please dont expect fulfill theatre disc like experiencevoice recognition pretty much spot everytimeonly drawback no bluetooth option aux capabilities,positive
sound good,positive
sound good but plz update language settings indian hindi languagelike google home work hindi,positive
sound good enough need improvement music app integration since wire cant move often place hall use well,positive
sound good listen far,positive
sound good new but suddenly stop no way contact seller repair warranty,positive
sound good not but not great go normal bluetooth speaker instead alexa also alexa doesnt respond high volumes,positive
sound good voice recognition also good connect amazon prime music also get smart bulb connect,positive
sound good voice recognition poor,positive
sound isnt clear,positive
sound kam recognise krta h,positive
sound low,neutral
sound mast connectivity good voice recognition good voice sensitivity good,positive
sound maximum den sound low cant hear also,positive
sound must better replace bigger model open box please reply,positive
sound not clear noisy sound resolve problem,positive
sound not clearfull volume sound vibrate alotnot satisfy,positive
sound not good,positive
sound output good single room connect home theater system become amaze product one major lacuna keep continuously plug still feel value money product amaze feature,positive
sound performance not goodand feature like homelinks music app not applicable,positive
sound quality,positive
sound quality,positive
sound quality amaze,positive
sound quality amaze,positive
sound quality amaze good product amazon,positive
sound quality amaze microphone fantastic easily connect phone bluetooth,positive
sound quality average but get job do get pretty loud thoughif listen lot music use bluetooth speaker something case become great replacement smart convenientworth shoot sure,positive
sound quality average nothing extraordinary alexa feauture pretty good handy,positive
sound quality awesome,positive
sound quality awesome but lack bass compact versionso if bass lover either buy echo connect bluetooth speaker,positive
sound quality awesome love,positive
sound quality awesome work fine must buy,positive
sound quality awesomei love hear music itover master blaster smart speaker,positive
sound quality bad,negative
sound quality bad please improve otherwise good product,positive
sound quality bass good good experience hindi also,positive
sound quality best alexa hear away another room respond much like real man talk best time pass,positive
sound quality best integration recognition part need speak loud activate alexa doesnt activate normal voice,positive
sound quality best price use speaker but thats jut expensive mi speakers even jbl if brand value consideredconnectivity voice recognition worst amongst even include google speakers apple oneseg try ishare tere guru randhawa similar type songs will either play random songs english ones,negative
sound quality better expectintegration smooththere things finetuned regard set schedule remindersits remind first person,positive
sound quality decent excellent voice recognition get rs sell best deal,positive
sound quality decent get doesnt bother price segmentalexa somewhere not near expectations,positive
sound quality decent not loud low voice recognition ability device whatever want get hear device like music song repeat many time get correct song think need get improvement,positive
sound quality echo dot exceptionally good see size form factorthe setup really easy process no time ready use amaze device build quality also nice device feel solid plastic not feel cheapa definite buy look alexa enable smart speaker,positive
sound quality eco dot gen improve alotworth buy amazon product,positive
sound quality excellent,positive
sound quality excellent but without internet usless not even wireless battery operate one main consits not worth buy,positive
sound quality excellent im happy alexas performance,positive
sound quality excellent voice recognition also good accord price,positive
sound quality expect,positive
sound quality exquisite however reboot automatically sometimes doesnt connect otherwise great smart speaker,positive
sound quality give star but sometimes face connection problem product good,positive
sound quality good,positive
sound quality good,positive
sound quality good,positive
sound quality good,positive
sound quality good,positive
sound quality good,positive
sound quality good alexa improve alot,positive
sound quality good but alexa ai integration not powerful doesnt know many answer if compare google home mini build quality sound quality mic alexa better but come software alexa stand no,positive
sound quality good but alexa search poor,positive
sound quality good but come tune radio alexa blank even alexa support amazon music channel if think favourite music hard find alexa,positive
sound quality good but not best can not expect accord price rangesound quality could better but jobmusic less feature come music many little things thats possible phone not availableoverall go not necessity things achievable smartphone easily,positive
sound quality good but not loud if good wifi prime membership ok otherwise bluetooth speaker better multi purpose usei use come home office sleep listen country music,positive
sound quality good but sometime didnt understand ask need improve,positive
sound quality good but voice recognition badmay due mic,positive
sound quality good but voice recognition not good enough try hard play specific songs,positive
sound quality good but voice recognition not good need improvement,positive
sound quality good compare previous generation but alexa assistants skills integration smart devicesbluetooth include fire tv choppyalexa response incorrect time even multiple repeat wifi reception not good can not work weak internet reception google home mini perform pretty well parameters,positive
sound quality good cover average housesometime alexa doesnt play song want doesnt recognise voiceyoutube search option also include,positive
sound quality good fast bluetooth connectivity easy use,positive
sound quality good however find con always need connect speaker plug else wont work no battery back alexa would not get everything say time end choose select song sometime manually rather give command alexa,positive
sound quality good listen plan change home theatre understand word speak lil daughter good happy time will tell durability,positive
sound quality good low volume but increase volume get distort sound get really hursh low end get compress need improve sound dude surely not audio enthusiasm but daily task get include smart lead think get value bluetooth connection poor dont if like not,positive
sound quality good nice product,positive
sound quality good speak enjoy,positive
sound quality good time answer whatever u ask problem almost never play song u ask play either song not available amazon music play something,positive
sound quality good voice recognition,positive
sound quality good voice recognition average good quality material,positive
sound quality good voice recognition good useful,positive
sound quality good voice recognition need improve bite,positive
sound quality good work perfectly best product,positive
sound quality good worth money,positive
sound quality goodkdki big fan amezon thx everything,positive
sound quality goodprice item good dealhighly recommend,positive
sound quality great,positive
sound quality great but answer question isnt good but question google smart speaker give appropriate answer alexa tell result web would love answer like google assistanceif echo amazon products gon na rock youll get best,positive
sound quality great sometimes doesnt get command google nest seem better understand query if main aim listen music go alexa,positive
sound quality hardware quality really good worth money use regularly reminders alarm music kid also enjoy device,positive
sound quality improve,positive
sound quality improve furtherthe musics limit amazon music,positive
sound quality low overall product good,positive
sound quality nice,positive
sound quality normal basic response good compare mi google voice assistant,positive
sound quality not good but fine connectivity good amaze product if buy must wifi home,positive
sound quality not good full volume alot distortion big time delay response compare earlier model,positive
sound quality not good high volume alexa cant hear commandsit inbuilt noise cancellation system,positive
sound quality not good sometimes difficult understand alexa tell sound not clear,negative
sound quality not good sound get crack,positive
sound quality not great ok,positive
sound quality pathetic give price tag sell rs,negative
sound quality really nice sometimes take time listen build quality everything good range,positive
sound quality really really awesomeclear sound qualitytotally paisa vasool productthank amazon,positive
sound quality recognition problem not work properly,positive
sound quality smart devices connectivity,positive
sound quality superb,positive
sound quality superb device look great stylish alexa good things show tv ad dim light play animal sound but world not end integration device poor take lot time software app work poor voice recognition extremely poor especially volume sometime scream feel like better google kar leta kaha alexa ko bola diya music say play songs start set sequence songs bore every time keep charge wipro smart bulb price deduction effectively alexa cost but wont feel worth speaker yes isat last good afford amazon but long way go,positive
sound quality superbconnectivity also goodi buy product,positive
sound quality supper,positive
sound quality unbeatable noone beat alexa baby sound quality lovely sound hear,positive
sound quality voice recognition good not best dumber google assistant work nicely within amazon ecosystem lag bluetooth audio output need get smarter no ability continue conversation,positive
sound quality voice recognition really good,positive
sound quality voice recognition really goodmake sure set set privacy set delete record also delete record daily basis,positive
sound reception output excellent,positive
sound reception quality need improve often need repeat command alexa hear if little far device rest great addition,positive
sound speaker not clear volume,positive
sound system awesome but no battery backup speaker need continuous power supply power get off will automatically switch off,positive
sound system good but chargable battery inside use multiple movable place,positive
sound u connect alexa phone use bluetooth play different n low unlike normal soundvery disappoint,negative
soundaudio quality much better competitors but come ai poor ai look like not learn time follow simple command graduate guy implement if speaker go good brand poor integration mobile app fire stick didnt find module understand important family not support marathi regional language not interpret marathi sonngs clearly neither marathi name,positive
sount quality become better but still get better connectivity devices not layman friendly yet,positive
speak loud listen alexa didnt listen speak slow also didnt listen properly song full volume alexa,positive
speaker claim not smart doesnt understand even simplest things first attempt sound quality good,positive
speaker could clear support gk question would appreciate excellent companion home highly recommend,positive
speaker decent but quality woofer not good months purchase date sound expulsions seriously issue solve,negative
speaker excellent however alexa voice command useful many devices,positive
speaker good news music extent but worst alexa speak sound muffle difficult understand especially fan ac equalizer wud not manage alexas speech news music etc inconvenienti echo devices homepod but alexa supercool assistant problem echo dot gen go better echo model wud recommend test first make buy decision,positive
speaker good quality decent sound output,positive
speaker good quality search many query but compare google lag answer google mostly accurate but alexa not need upgrade knowledge baseai otherwise worth money,positive
speaker larger think would bite chunky but not heavy doesnt move nicely weight even if play full volume though believe volume would enough people sound good indeed bollywood dance songs play great even rock metal songs enjoyable bass not heavy but sound seem weight nice bass heavy songs alexa make easy many things especially if smart appliances light home compatible sone things find enjoyable ask alexa turn tv via smart plug play particular show fire tv stick time get live room everythings show start even use call family dinner if two echo speakers privacy issue but comfortable give convenience provide play music news weather update traffic update read kindle library book possibilities endless spotify nicely integrate alexa downside google feud mean theres no youtube youtube music support officially run hoop get work ps look paul hibbert youtube oh irony ppsamit bachchans voice available via amitji keyword but unfortunately pay extra,positive
speaker quality not expectedits ok not awesome,neutral
speaker sound low but price alright get job do,positive
speaker sound quality good price range,positive
speaker use return product,neutral
speakers tear volume amazon not give option replacement,neutral
speakers would vibrate like old gramophone rather absolute masterpiece smart homethank amazon take back product refund amount within hours package pickup,positive
special like sound quality quick response,positive
speedy delivery good product,positive
star sound not loud enough,positive
start use alexa echo dot start jan im happy device voice recognition super speaker volume wellonly con feel trouble connect laptop case need use speaker connect laptop,positive
start work absolutely fine but exactly warranty sound break badly dont ever buy product,positive
still fail make cellular call n much,neutral
still long way goits begin artificial intelligence,negative
stimuli beyond amaze,positive
stop connect wifi weeks use not connect wifi even devices work well router,negative
stop respond months,negative
stop work not accept replace product even though warrenty,neutral
story tell can not do,neutral
stun look beautiful productsounds amaze important even noisythanks amazon,positive
suddenly stop sometimes reset time use,positive
sunta kha,neutral
suparb no word,neutral
super,positive
super,positive
super,positive
super,positive
super,positive
super,positive
super,positive
super,positive
super,positive
super,positive
super,positive
super,positive
super,positive
super alexa time pass,positive
super awesome,positive
super but voice recognition time bad,negative
super cute,positive
super feature,positive
super glad purchase testimony family membershighly recommend,positive
super good sound,positive
super great quality,positive
super nice,positive
super performance,positive
super power,positive
super product,positive
super product amazongreat think amazon innovative product,positive
super product best virtual assistant sound quality wonderful ask doubt alexa,positive
super product value money happy prime day sale product,positive
super purchase affordable price rs bundle free wipro smart lightfast response crystal clarity sound innovative control party smart appliances beautifully designedvery much reccomendedvery easy control music,positive
super quality,positive
super quality nice sound nice answer fast,positive
super really like,positive
super sound quality,positive
super voice quality,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb,positive
superb ai device couple great speakers first impression might seem like underpowered but sound quality volume pack punch children love able understand stuff respond quickly mostly depend amazon music songs point if battery back would truly awesome,positive
superb feature love,positive
superb grab gif,positive
superb itemyou purchase,positive
superb product,positive
superb product alexajust wow,positive
superb product crystal clear sound first smart speaker love itshould usb charger but fine though,positive
superb product easy setup convenient use ive set link spotify account get even larger database if music prime music spotify combinedthe sound quality surprise many portable speakers but one one better onesgo,positive
superb product love recognize voice anywhere home advance echo dot gen excellent,positive
superb product really awesome m wait offer product,positive
superb purchase make great indian festival sale amazon feel good make right decision buy wonderful product amazon small speaker but sound enough medium large size room connect home wifi seamlesslythis smart speaker support voice recognition recognise voice truly amazingsound quality good nice clear sound loud enoughalexa integration main feature product mustbuy every smarthomethe speaker connect smart devices namely amazon fire stick wipro smart bulb wipro smart batten wipro smarthome make life easyalexa lot many support apps number increase everyday get lot interest apps use alexa example order uber cab ask time play game listen music not speaker truly leverage power amazon alexa,positive
superb quality u access order room alsoonly sad part amazon pack come normal polytheneno amazon brown box,positive
superb sound quality,positive
superb sound quality best online music companion,positive
superb sound quality great purchase fan alexa,positive
superb sound quality nice material good product love but amazon package bed product make china,positive
superbto define one word,neutral
suppabbful satisfy,positive
suppose get smart bulb free purchase didnt get,positive
suprb product,neutral
supried,neutral
surprise sound actually great alexa recognize voice afar sync information correctly overall great experience,positive
switch off within minutes everytime please solve problem please replace piece asap,neutral
take time answer back play something,positive
take time catch internetand time not catch internetalthough internet avability good jio,positive
take time understand commandthe bluetooth drop timesound good,positive
tamil rhyme include itits play english rhymeswhen connect internet play things,neutral
tamil voice not recognition,neutral
technology amaze nothing compete far better google home product,positive
telly enjoy second echo dot value money pack feature good job amazon,positive
terrible product,negative
terrific purchase get,neutral
terrific purchase specially daughter feel alexa second daughter year daughter control bite slow updatenobody cant beat alexa,positive
terrific purchase terrific discount get w syska bulb echo dot gen echo dot amaze smart alexa,positive
thank amazon,positive
thank amazon alexa realy usefull good sound,positive
thank amazon alexa shes part family,neutral
thank amazon best service providerfastest service provider indiathanks amazon happy,positive
thank amazon product every body enjoy product family,positive
thank amazon provide discount price,positive
thank fast deliverygood pack usefull productsound quality also good,positive
thank god goid purchasereally m happy customer give sis agiftn love,positive
thanku much amazon,positive
thankyou alexar best product love,positive
thankyou amazonin provide next generation alexa digital devices deliver hope items use review but great service great price provide products world famous shop application soreviews thank much,positive
thik hai but google home mini best alexa,positive
thik thak hai awaj nhi pehchan pati hai,neutral
thing good,positive
things improve please allow phone play music via alexa speaker atleast add option play song echo dot amazon play add feature schedule activities like play song minutes play song everyday similarly turn light turn off light one hour,positive
think alexa smart best companion thing expect amazon alexa integration android tv applications,positive
think come amazon prime,neutral
think echo dot best smart speaker daily usage browse,positive
think free defective doesnt work timegreat service amazon,positive
think internal battery without not good,negative
think rety,neutral
third alexa mike good speaker quality also awesome definitely worth every rupee go,positive
thisproduct receive not work welli want exchange,neutral
three mean voice recognition alexa integration sound quality magical,positive
throughly enjoy alexa kid love make life easy choose songs regional songs alexa find difficult understand rest breeze,positive
time alexa fail toplay bengali rabindra sangeet indian classical music,neutral
time alexa not respond command light glow go turn off time take much time interact devices like plips bulb sunoff switch,positive
time create problem speak something give no response bluetooth also create problem hour sound go will off connect voice will come,positive
time doesnt recognize u meantplus u need subscription use amazon music thankfully apple music subscription,positive
time get irritate tell kannada hindi song name play english songs time happen,positive
time hear dont know,positive
time need call name alex multiple time would not respond fine,positive
time pass ke liye sahi full enjoy,positive
time response sorry dont know play video need add akill play audio need add skillto play movies need add skill mean seriously amazon dumb want user add skills manually instead add defaultit can not connect smart tv poor voice recognition literally shout if say alexa play nursery rhyme youtube fire tv will say dont know youtube wth man,negative
time unable recognition voice,negative
time will not accept commandand use volume level always even though sound quality bad like crackersi think second time sell,negative
tooo much value money must buy price less if difference shop but can not answer proper hindi but word understand response also hindi,negative
top,positive
top class,positive
total value money buy along wipro lead smart bulb great deal great quality products,positive
totally awesome paisa wasoolsound quality amaze new echo also connect bluetooth play mobile song alexai love,positive
totally bore device crappy software limit number use unlike counterpart google mini make terrible mistake buy would love return if werent return period,negative
totally love smart devices integrate work like charm everything great tho couldnt make work plug guess need refine but overall great job amazon,positive
totally waste money product receive alexa not recognise voice properly always need wifi connection excellent network work alexa not recommend buy go google assistant speaker instead,positive
totally waste moneyvoice recognition poor if u r play anything deviceif u hv much time waste buy product not smooth show advertisement,negative
totally worth,positive
totaly dislike product dont buy guy,neutral
trouble alexa want replacement,negative
truely smartgud gadget,positive
truly dont see point behind alexa smart speaker matteri finally buy coz offer sale want see fuss right theres nothing great smart speakertheres nothing much charm novelty wear off quite soon gimmick actually useful gadgetdont get wrong product good but really dont see utility buy wisdom utility,positive
